epoch,train_loss,val_loss,val_mae,epoch_time_s
0,0.4632098565141395,0.4379877746105194,0.29241952300071716,9.011148452758789
1,0.42564184174818154,0.4282410442829132,0.28665435314178467,8.741262435913086
2,0.4141739662589474,0.43399348855018616,0.28961560130119324,8.822902917861938
3,0.40731074129205924,0.4209641218185425,0.2824643850326538,8.751750707626343
4,0.40240547475687133,0.42596080899238586,0.28506338596343994,8.721242427825928
5,0.3979282356909852,0.4198111593723297,0.28413280844688416,8.731696367263794
6,0.3943240157180548,0.4202832281589508,0.2832544147968292,8.72688889503479
7,0.39154716216753827,0.4293704926967621,0.28745779395103455,8.775632619857788
8,0.3886005578462862,0.428193062543869,0.2894177734851837,8.768686056137085
9,0.38636146060618737,0.4243241846561432,0.2878950238227844,8.824506044387817
10,0.3841546635888353,0.42934325337409973,0.2939120829105377,8.783357858657837
11,0.3814249007952014,0.43008434772491455,0.2935667634010315,8.772828578948975
12,0.3797202874972592,0.432159960269928,0.2916538417339325,8.780014038085938
13,0.3780999310164205,0.4416066110134125,0.2991572320461273,8.734923601150513
