epoch,train_loss,val_loss,val_mae,epoch_time_s
0,0.17852556558851673,0.12452858686447144,0.21732722222805023,82.88359642028809
1,0.14591766964189729,0.12293684482574463,0.21529357135295868,82.86892580986023
2,0.14157079221914629,0.1221562847495079,0.21453996002674103,82.86612677574158
3,0.13925292733675226,0.12193417549133301,0.21426358819007874,82.8525493144989
4,0.13752853896266526,0.12141300737857819,0.21412691473960876,82.84177207946777
5,0.1359785130232546,0.12114232778549194,0.21330629289150238,82.84316635131836
6,0.1347112938735173,0.12002137303352356,0.21059387922286987,82.86822628974915
7,0.13360369802582828,0.11993518471717834,0.21101953089237213,82.86433172225952
8,0.13288144428259754,0.1204337552189827,0.21160463988780975,82.8727765083313
9,0.13197330350946976,0.12087409198284149,0.21304255723953247,82.87372398376465
10,0.13131280015168822,0.11991589516401291,0.21046264469623566,82.83802223205566
11,0.13067741674816408,0.11952599883079529,0.21049466729164124,82.90701675415039
12,0.13023770503693144,0.11949250847101212,0.21046538650989532,82.87861180305481
13,0.1296549392258707,0.11992916464805603,0.2111532986164093,82.82669067382812
14,0.12923441727779214,0.12015500664710999,0.21241705119609833,82.85554385185242
15,0.12888600916095005,0.11889766156673431,0.21194443106651306,82.86928653717041
16,0.12839526892079908,0.11877398192882538,0.21055737137794495,82.8821632862091
17,0.12799233255222878,0.11897320300340652,0.21050883829593658,82.85840010643005
18,0.12762843194489806,0.11777611821889877,0.21013733744621277,82.83872389793396
19,0.12721515331460448,0.11795610189437866,0.20942486822605133,82.8632755279541
20,0.12690277768502994,0.11779163777828217,0.21057897806167603,82.86112451553345
21,0.12654891115872857,0.1197226420044899,0.21149317920207977,82.86655592918396
22,0.12612505117141024,0.11903434991836548,0.21110273897647858,82.81445360183716
23,0.12586204780602392,0.11855686455965042,0.21087543666362762,82.8541796207428
24,0.12551152960248854,0.11849656701087952,0.20941779017448425,82.82433986663818
25,0.12523627701154905,0.11881440877914429,0.21008263528347015,82.85712552070618
26,0.12494126412742178,0.11908011138439178,0.20989438891410828,82.85998320579529
