epoch,train_loss,val_loss,val_mae,epoch_time_s
0,0.4605782534256643,0.447496235370636,0.29068613052368164,14.871796369552612
1,0.4197828171936643,0.4656512439250946,0.2984353303909302,13.679785013198853
2,0.40738803695125264,0.4595497250556946,0.2997353971004486,13.598994255065918
3,0.3998996019625057,0.4461292028427124,0.2954569160938263,13.620572566986084
4,0.39375940407442356,0.43968164920806885,0.2957433760166168,13.584145784378052
5,0.3884069186825832,0.4294501543045044,0.29026612639427185,13.590370178222656
6,0.383000828005223,0.44147759675979614,0.29536324739456177,13.619678735733032
7,0.37745312104840567,0.4475547969341278,0.30484461784362793,13.621623277664185
8,0.37219138285169695,0.44404515624046326,0.30117082595825195,13.602076292037964
9,0.36682182928519463,0.45987868309020996,0.30399900674819946,13.609712600708008
10,0.3620011162951497,0.46697476506233215,0.3076903522014618,13.607640743255615
11,0.35720970826362497,0.4858189523220062,0.3148597776889801,13.616073369979858
12,0.35224822546904083,0.47990337014198303,0.31278204917907715,13.583298921585083
13,0.34764557069492924,0.4754166901111603,0.31402668356895447,13.617100477218628
