run_name,config,num_channels,num_params,test_mse_inverse,test_mae_inverse,test_mse_normalized,test_mae_normalized,best_val_mse_normalized,avg_epoch_seconds,device,gpu_name,num_patches,attention_pairs,patch_len,stride,d_model,n_heads,num_layers,d_ff,dropout,batch_size,epochs,lr,weight_decay,patience,num_workers,seed,project_root,output_dir,data_path,resume,model,dataset,seq_len,pred_len
electricity_patchtst_L336_T96_P16S8_seed67,"{'patch_len': 16, 'stride': 8, 'd_model': 128, 'n_heads': 16, 'num_layers': 3, 'd_ff': 256, 'dropout': 0.2, 'batch_size': 16, 'epochs': 30, 'lr': 0.0001, 'weight_decay': 0.0, 'patience': 8, 'num_workers': 0, 'seed': 67, 'project_root': '/content/drive/MyDrive/cs4782_patchtst_project', 'output_dir': '/content/drive/MyDrive/cs4782_patchtst_project/results', 'run_name': 'electricity_patchtst_L336_T96_P16S8_seed67', 'data_path': None, 'resume': True, 'model': 'patchtst', 'dataset': 'electricity', 'seq_len': 336, 'pred_len': 96}",321,921184,5080378.5,212.00006103515625,0.13600073754787445,0.23110732436180115,0.11912837624549866,82.87999256033646,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,42,1764,16,8,128,16,3,256,0.2,16,30,0.0001,0.0,8,0,67,/content/drive/MyDrive/cs4782_patchtst_project,/content/drive/MyDrive/cs4782_patchtst_project/results,,True,patchtst,electricity,336,96
