run_name,config,num_channels,num_params,test_mse_inverse,test_mae_inverse,test_mse_normalized,test_mae_normalized,best_val_mse_normalized,avg_epoch_seconds,device,gpu_name,num_patches,attention_pairs,patch_len,stride,d_model,n_heads,num_layers,d_ff,dropout,batch_size,epochs,lr,weight_decay,patience,num_workers,seed,project_root,output_dir,data_path,resume,model,dataset,seq_len,pred_len
weather_patchtst_T96_pretrained_finetune,"{'patch_len': 16, 'stride': 16, 'd_model': 128, 'n_heads': 16, 'num_layers': 3, 'd_ff': 256, 'dropout': 0.2, 'batch_size': 32, 'epochs': 20, 'lr': 5e-05, 'weight_decay': 0.0, 'patience': 8, 'num_workers': 0, 'seed': 42, 'project_root': '/content/drive/MyDrive/cs4782_patchtst_project', 'output_dir': '/content/drive/MyDrive/cs4782_patchtst_project/results', 'run_name': 'weather_patchtst_T96_pretrained_finetune', 'data_path': None, 'resume': True, 'model': 'patchtst', 'dataset': 'weather', 'seq_len': 336, 'pred_len': 96}",21,672864,1545.7139892578125,11.588105201721191,0.1557956039905548,0.2020581066608429,0.4198111593723297,8.781917214393616,cuda,NVIDIA H100 80GB HBM3,22,484,16,16,128,16,3,256,0.2,32,20,5e-05,0.0,8,0,42,/content/drive/MyDrive/cs4782_patchtst_project,/content/drive/MyDrive/cs4782_patchtst_project/results,,True,patchtst,weather,336,96
