run_name,config,num_channels,num_params,test_mse_inverse,test_mae_inverse,test_mse_normalized,test_mae_normalized,best_val_mse_normalized,avg_epoch_seconds,device,gpu_name,num_patches,attention_pairs,patch_len,stride,d_model,n_heads,num_layers,d_ff,dropout,batch_size,epochs,lr,weight_decay,patience,num_workers,seed,project_root,output_dir,data_path,resume,model,dataset,seq_len,pred_len
weather_patchtst_L336_T336_P16S8_seed67,"{'patch_len': 16, 'stride': 8, 'd_model': 128, 'n_heads': 16, 'num_layers': 3, 'd_ff': 256, 'dropout': 0.2, 'batch_size': 32, 'epochs': 30, 'lr': 0.0001, 'weight_decay': 0.0, 'patience': 8, 'num_workers': 0, 'seed': 67, 'project_root': '/content/drive/MyDrive/cs4782_patchtst_project', 'output_dir': '/content/drive/MyDrive/cs4782_patchtst_project/results', 'run_name': 'weather_patchtst_L336_T336_P16S8_seed67', 'data_path': None, 'resume': True, 'model': 'patchtst', 'dataset': 'weather', 'seq_len': 336, 'pred_len': 336}",21,2211664,1828.059326171875,13.561755180358887,0.2477261871099472,0.27929797768592834,0.5760015249252319,13.567883556539362,cuda,NVIDIA RTX PRO 6000 Blackwell Server Edition,42,1764,16,8,128,16,3,256,0.2,32,30,0.0001,0.0,8,0,67,/content/drive/MyDrive/cs4782_patchtst_project,/content/drive/MyDrive/cs4782_patchtst_project/results,,True,patchtst,weather,336,336
