run_name,config,num_channels,num_params,test_mse_inverse,test_mae_inverse,test_mse_normalized,test_mae_normalized,best_val_mse_normalized,avg_epoch_seconds,device,gpu_name,model,dataset,seq_len,pred_len,batch_size,epochs,lr,project_root,output_dir,seed,patch_len,stride
electricity_naive_L336_T96_seed42,"{'model': 'naive', 'dataset': 'electricity', 'seq_len': 336, 'pred_len': 96, 'batch_size': 32, 'epochs': 1, 'lr': 0.0001, 'project_root': '/content/drive/MyDrive/cs4782_patchtst_project', 'output_dir': '/content/drive/MyDrive/cs4782_patchtst_project/results', 'seed': 42, 'patch_len': 16, 'stride': 8, 'run_name': 'electricity_naive_L336_T96_seed42'}",321,0,151484528.0,1188.2486572265625,1.6080604791641235,0.9512279033660889,1.3694111108779907,3.591643810272217,cuda,NVIDIA H100 80GB HBM3,naive,electricity,336,96,32,1,0.0001,/content/drive/MyDrive/cs4782_patchtst_project,/content/drive/MyDrive/cs4782_patchtst_project/results,42,16,8
