run_name,config,num_channels,num_params,test_mse_inverse,test_mae_inverse,test_mse_normalized,test_mae_normalized,best_val_mse_normalized,avg_epoch_seconds,device,gpu_name,model,dataset,seq_len,pred_len,batch_size,epochs,lr,project_root,output_dir,seed,patch_len,stride
weather_naive_L336_T336_seed42,"{'model': 'naive', 'dataset': 'weather', 'seq_len': 336, 'pred_len': 336, 'batch_size': 32, 'epochs': 1, 'lr': 0.0001, 'project_root': '/content/drive/MyDrive/cs4782_patchtst_project', 'output_dir': '/content/drive/MyDrive/cs4782_patchtst_project/results', 'seed': 42, 'patch_len': 16, 'stride': 8, 'run_name': 'weather_naive_L336_T336_seed42'}",21,0,6860.44775390625,22.9064884185791,0.37431007623672485,0.33436787128448486,1.0463495254516602,3.044844388961792,cuda,NVIDIA H100 80GB HBM3,naive,weather,336,336,32,1,0.0001,/content/drive/MyDrive/cs4782_patchtst_project,/content/drive/MyDrive/cs4782_patchtst_project/results,42,16,8
