run_name,config,num_channels,num_params,test_mse_inverse,test_mae_inverse,test_mse_normalized,test_mae_normalized,best_val_mse_normalized,avg_epoch_seconds,device,gpu_name,num_patches,attention_pairs,patch_len,stride,d_model,n_heads,num_layers,d_ff,dropout,batch_size,epochs,lr,weight_decay,patience,num_workers,seed,project_root,output_dir,data_path,resume,model,dataset,seq_len,pred_len
traffic_patchtst_T96,"{'patch_len': 16, 'stride': 8, 'd_model': 128, 'n_heads': 16, 'num_layers': 3, 'd_ff': 256, 'dropout': 0.2, 'batch_size': 8, 'epochs': 30, 'lr': 0.0001, 'weight_decay': 0.0, 'patience': 8, 'num_workers': 0, 'seed': 42, 'project_root': '/content/drive/MyDrive/cs4782_patchtst_project', 'output_dir': '/content/drive/MyDrive/cs4782_patchtst_project/results', 'run_name': 'traffic_patchtst_T96', 'data_path': None, 'resume': False, 'model': 'patchtst', 'dataset': 'traffic', 'seq_len': 336, 'pred_len': 96}",862,921184,0.0007213223143480718,0.011723799630999565,0.37088558077812195,0.25989389419555664,0.3174654543399811,127.56230676174164,cuda,NVIDIA H100 80GB HBM3,42,1764,16,8,128,16,3,256,0.2,8,30,0.0001,0.0,8,0,42,/content/drive/MyDrive/cs4782_patchtst_project,/content/drive/MyDrive/cs4782_patchtst_project/results,,False,patchtst,traffic,336,96
